,CREDIT SCORE,FIRST_PAYMENT_DATE,FIRST_TIME_HOMEBUYER_FLAG,MATURITY_DATE,MSA_CODE,MI_PERCENTAGE,NUMBER_OF_UNITS,OCCUPANCY_STATUS,ORIGINAL_CLTV,DTI,ORIGINAL_UPB,ORIGINAL_LTV,ORIGINAL_INTEREST_RATE,CHANNEL,PPM_FLAG,Amortization_type,STATE,PROPERTY TYPE,POSTAL CODE,id_loan,LOAN_PURPOSE,ORIGINAL_LOAN_TERM,NUMBER_BORROWERS,SELLER NAME,Servicer_Name,SUPER CONFORMING FLAG,LSN,PROGRAM INDICATOR,HARP_INDICATOR,PROPERTY_VALUATION_METHOD,IO_INDICATOR
3448,740,202104,N,205103,45300.0,0,1,P,80,33,221000,80,3.0,R,N,FRM,FL,PU,34600,F21Q11618410,P,360,2,Other sellers,Other servicers,,,9,,2,N
3449,814,202104,N,205003,12580.0,25,1,P,89,42,388000,89,2.999,R,N,FRM,MD,PU,21000,F21Q11618530,N,348,1,"PENNYMAC LOAN SERVICES, LLC","PENNYMAC LOAN SERVICES, LLC",,,9,,2,N
3450,810,202104,N,204103,19124.0,0,1,P,70,26,363000,70,2.625,C,N,FRM,TX,PU,75000,F21Q11618598,N,240,1,"PENNYMAC LOAN SERVICES, LLC","PENNYMAC LOAN SERVICES, LLC",,,9,,1,N
3451,779,202104,N,203603,39340.0,0,1,P,43,34,278000,43,2.25,B,N,FRM,UT,PU,84000,F21Q11618607,N,180,1,"PENNYMAC LOAN SERVICES, LLC","PENNYMAC LOAN SERVICES, LLC",,,9,,1,N
3452,731,202105,N,205104,45820.0,0,1,P,76,33,133000,76,2.875,R,N,FRM,KS,SF,66600,F21Q11618639,N,360,1,Other sellers,Other servicers,,,9,,2,N
3453,782,202104,N,205103,14260.0,0,1,P,42,14,253000,42,2.875,C,N,FRM,ID,PU,83600,F21Q11618736,C,360,2,U.S. BANK N.A.,U.S. BANK N.A.,,,9,,2,N
3454,817,202104,N,205103,41740.0,0,1,P,52,38,245000,52,2.625,C,N,FRM,CA,CO,92000,F21Q11618880,N,360,1,"UNITED WHOLESALE MORTGAGE, LLC","UNITED WHOLESALE MORTGAGE, LLC",,,9,,1,N
3455,814,202104,N,203603,42644.0,0,1,P,63,27,313000,63,2.25,R,N,FRM,WA,PU,98000,F21Q11619037,N,180,1,Other sellers,Other servicers,,,9,,1,N
3456,805,202104,N,203603,33460.0,0,1,P,55,33,131000,55,2.25,R,N,FRM,MN,SF,55300,F21Q11619228,N,180,1,Other sellers,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",,,9,,1,N
3457,775,202104,N,205103,16700.0,12,1,P,85,49,327000,85,2.75,R,N,FRM,SC,PU,29400,F21Q11619395,P,360,1,Other sellers,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",,,9,,2,N
3458,793,202104,N,205103,38060.0,0,1,P,75,27,438000,75,2.625,R,N,FRM,AZ,SF,85200,F21Q11619458,N,360,1,Other sellers,Other servicers,,,9,,1,N
3459,791,202103,N,205102,19124.0,0,1,P,80,30,240000,80,3.125,C,N,FRM,TX,PU,75000,F21Q11619482,C,360,1,Other sellers,Other servicers,,,9,,2,N
3460,796,202103,N,205102,47894.0,0,1,P,59,18,286000,59,2.5,R,N,FRM,VA,PU,20100,F21Q11619541,N,360,1,"LOANDEPOT.COM, LLC","LOANDEPOT.COM, LLC",,,9,,1,N
3461,745,202104,N,203603,38060.0,0,1,P,60,21,190000,60,2.625,R,N,FRM,AZ,PU,85300,F21Q11619563,C,180,2,Other sellers,"PNC BANK, NA",,,9,,1,N
3462,775,202104,N,205103,30460.0,0,1,P,80,24,346000,80,2.99,R,N,FRM,KY,SF,40300,F21Q11619650,C,360,2,"GUARANTEED RATE, INC.","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",,,9,,2,N
3463,800,202104,N,205103,,35,1,P,97,24,427000,97,2.875,R,N,FRM,CA,SF,96100,F21Q11619719,N,360,1,Other sellers,"PNC BANK, NA",,,H,,2,N
3464,671,202104,N,205103,,0,1,P,69,40,98000,69,2.875,R,N,FRM,OK,SF,74400,F21Q11619753,C,360,1,Other sellers,"FIFTH THIRD BANK, NATIONAL ASSOCIATION",,,9,,2,N
3465,804,202104,N,205103,44140.0,0,1,P,48,14,178000,48,2.75,R,N,FRM,MA,SF,1000,F21Q11620166,N,360,1,"GUARANTEED RATE, INC.","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",,,9,,1,N
3466,763,202103,N,203602,34980.0,0,1,P,80,45,256000,80,2.625,C,N,FRM,TN,PU,37100,F21Q11620448,C,180,1,PENNYMAC CORP.,PENNYMAC CORP.,,,9,,2,N
3467,763,202104,N,205103,16300.0,30,1,P,95,36,322000,95,2.375,C,N,FRM,IA,SF,52400,F21Q11620509,N,360,2,PENNYMAC CORP.,PENNYMAC CORP.,,,9,,2,N
3468,733,202103,N,205102,47894.0,0,1,P,74,25,530000,74,2.5,C,N,FRM,VA,PU,20100,F21Q11620510,N,360,2,PENNYMAC CORP.,PENNYMAC CORP.,,,9,,2,N
3469,760,202103,Y,205102,38300.0,30,1,P,95,38,92000,95,2.5,C,N,FRM,PA,CO,15200,F21Q11620517,P,360,1,PENNYMAC CORP.,PENNYMAC CORP.,,,9,,2,N
3470,792,202103,N,205102,33860.0,0,1,P,73,37,301000,73,2.5,C,N,FRM,AL,PU,36100,F21Q11620620,N,360,1,PENNYMAC CORP.,PENNYMAC CORP.,,,9,,1,N
3471,809,202103,N,203602,41620.0,0,1,I,58,25,211000,58,2.875,R,N,FRM,UT,PU,84000,F21Q11620655,N,180,1,Other sellers,Other servicers,,,9,,2,N
3472,794,202103,N,205102,41100.0,0,1,I,57,43,200000,57,3.0,C,N,FRM,UT,PU,84700,F21Q11620819,P,360,2,PENNYMAC CORP.,PENNYMAC CORP.,,,9,,2,N
3473,796,202103,N,205102,,0,1,P,80,43,222000,80,2.75,C,N,FRM,NC,PU,28100,F21Q11620863,P,360,1,PENNYMAC CORP.,PENNYMAC CORP.,,,9,,2,N
3474,801,202103,N,205102,34980.0,0,1,P,80,41,328000,80,2.99,C,N,FRM,TN,PU,37000,F21Q11621075,C,360,2,PENNYMAC CORP.,PENNYMAC CORP.,,,9,,2,N
3475,798,202103,N,205102,48300.0,0,1,P,75,35,465000,75,2.625,C,N,FRM,WA,PU,98800,F21Q11621298,N,360,2,PENNYMAC CORP.,PENNYMAC CORP.,,,9,,1,N
3476,756,202103,Y,205102,30780.0,30,1,P,95,20,225000,95,2.75,C,N,FRM,AR,SF,72100,F21Q11621507,P,360,1,PENNYMAC CORP.,PENNYMAC CORP.,,,9,,2,N
3477,759,202103,N,205102,16984.0,0,1,P,80,44,464000,80,3.0,C,N,FRM,IL,SF,60500,F21Q11621610,N,360,2,PENNYMAC CORP.,PENNYMAC CORP.,,,9,,1,N
3478,777,202104,N,204603,12940.0,0,1,P,51,28,353000,51,2.625,R,N,FRM,LA,PU,70800,F21Q11621677,N,300,1,Other sellers,Other servicers,,,9,,1,N
3479,694,202103,N,205102,34820.0,30,1,P,95,37,330000,95,3.0,R,N,FRM,SC,PU,29500,F21Q11621838,P,360,2,Other sellers,Other servicers,,,9,,2,N
3480,704,202103,N,205102,23224.0,12,1,P,85,44,728000,85,3.5,C,N,FRM,MD,SF,20900,F21Q11621963,N,360,2,NATIONSTAR MORTGAGE LLC DBA MR. COOPER,NATIONSTAR MORTGAGE LLC DBA MR. COOPER,Y,,9,,2,N
3481,672,202103,N,205102,11700.0,0,1,P,80,40,314000,80,3.5,C,N,FRM,NC,SF,28700,F21Q11621966,C,360,2,NATIONSTAR MORTGAGE LLC DBA MR. COOPER,NATIONSTAR MORTGAGE LLC DBA MR. COOPER,,,9,,2,N
3482,746,202103,N,205102,27140.0,0,1,P,80,39,283000,80,2.75,C,N,FRM,MS,SF,39000,F21Q11622161,N,360,1,NATIONSTAR MORTGAGE LLC DBA MR. COOPER,NATIONSTAR MORTGAGE LLC DBA MR. COOPER,,,9,,2,N
3483,669,202103,N,205102,42644.0,0,1,P,75,35,517000,75,3.25,R,N,FRM,WA,SF,98200,F21Q11622196,N,360,1,NATIONSTAR MORTGAGE LLC DBA MR. COOPER,MATRIX FINANCIAL SERVICES CORPORATION,,,9,,1,N
3484,811,202103,N,203602,35154.0,0,1,P,55,34,284000,55,2.25,R,N,FRM,NJ,SF,8800,F21Q11622221,N,180,2,Other sellers,Other servicers,,,9,,1,N
3485,783,202103,N,203602,27980.0,0,1,S,20,19,150000,20,2.5,R,N,FRM,HI,CO,96700,F21Q11622347,N,180,2,"LOANDEPOT.COM, LLC","LOANDEPOT.COM, LLC",,,9,,2,N
3486,800,202103,N,204102,18140.0,0,1,P,58,23,286000,58,2.625,R,N,FRM,OH,SF,43000,F21Q11622396,N,240,2,NATIONSTAR MORTGAGE LLC DBA MR. COOPER,MATRIX FINANCIAL SERVICES CORPORATION,,,9,,1,N
3487,809,202104,N,203603,13740.0,0,1,P,65,36,145000,65,2.5,R,N,FRM,MT,SF,59100,F21Q11622892,N,180,1,Other sellers,Other servicers,,,9,,1,N
3488,774,202103,N,203602,47664.0,0,1,P,45,47,180000,45,2.5,C,N,FRM,MI,SF,48000,F21Q11622925,C,180,1,NATIONSTAR MORTGAGE LLC DBA MR. COOPER,NATIONSTAR MORTGAGE LLC DBA MR. COOPER,,,9,,1,N
3489,704,202103,N,205102,41740.0,0,1,P,40,24,673000,40,2.75,R,N,FRM,CA,PU,92000,F21Q11623101,N,360,2,Other sellers,MATRIX FINANCIAL SERVICES CORPORATION,Y,,9,,2,N
3490,754,202104,N,204103,19124.0,0,1,I,58,23,144000,58,3.5,B,N,FRM,TX,PU,76200,F21Q11623134,N,240,2,Other sellers,MATRIX FINANCIAL SERVICES CORPORATION,,,9,,3,N
3491,777,202104,N,205103,19804.0,0,1,P,80,23,164000,80,2.875,R,N,FRM,MI,SF,48100,F21Q11623150,N,360,1,Other sellers,Other servicers,,,9,,1,N
3492,784,202103,N,205102,31700.0,0,1,P,76,39,228000,76,3.0,R,N,FRM,NH,SF,3000,F21Q11623318,C,360,1,Other sellers,Other servicers,,,9,,2,N
3493,672,202104,N,205103,,0,1,P,67,44,117000,67,2.99,R,N,FRM,OH,SF,45300,F21Q11623359,N,360,1,Other sellers,Other servicers,,,9,,2,N
3494,784,202104,N,203603,14010.0,0,1,P,38,21,99000,38,2.25,R,N,FRM,IL,SF,61700,F21Q11623376,N,180,1,Other sellers,Other servicers,,,9,,1,N
3495,815,202104,N,204103,10900.0,0,1,P,50,22,125000,50,2.375,C,N,FRM,PA,CO,18000,F21Q11623407,N,240,1,TRUIST BANK,TRUIST BANK,,,9,,1,N
3496,772,202104,N,205103,36260.0,0,1,P,80,19,256000,80,3.125,B,N,FRM,UT,SF,84000,F21Q11623460,C,360,2,Other sellers,Other servicers,,,9,,2,N
3497,813,202103,N,203602,38300.0,0,1,P,70,24,256000,70,2.25,C,N,FRM,PA,SF,15200,F21Q11623560,N,180,2,NATIONSTAR MORTGAGE LLC DBA MR. COOPER,NATIONSTAR MORTGAGE LLC DBA MR. COOPER,,,9,,1,N
3498,792,202103,N,203602,31700.0,0,1,P,57,35,510000,57,2.125,C,N,FRM,NH,SF,3000,F21Q11623618,N,180,2,NATIONSTAR MORTGAGE LLC DBA MR. COOPER,NATIONSTAR MORTGAGE LLC DBA MR. COOPER,,,9,,1,N
3499,724,202103,Y,205102,19124.0,0,1,P,67,29,304000,67,2.5,C,N,FRM,TX,PU,75200,F21Q11623777,P,360,2,NEWREZ LLC,NEWREZ LLC,,,9,,2,N
3500,728,202103,N,205102,15540.0,0,1,P,75,34,355000,75,2.875,R,N,FRM,VT,SF,5400,F21Q11623823,C,360,2,Other sellers,Other servicers,,,9,,2,N
3501,711,202103,Y,203602,10900.0,0,1,P,80,28,260000,80,1.875,C,N,FRM,NJ,SF,8800,F21Q11623940,P,180,1,NATIONSTAR MORTGAGE LLC DBA MR. COOPER,NATIONSTAR MORTGAGE LLC DBA MR. COOPER,,,9,,3,N
3502,751,202103,N,203602,24860.0,0,1,P,80,22,384000,80,2.25,C,N,FRM,SC,PU,29600,F21Q11623968,C,180,2,NATIONSTAR MORTGAGE LLC DBA MR. COOPER,NATIONSTAR MORTGAGE LLC DBA MR. COOPER,,,9,,2,N
3503,759,202103,N,205102,38900.0,0,1,P,75,23,470000,75,2.5,C,N,FRM,OR,PU,97200,F21Q11624100,N,360,1,NATIONSTAR MORTGAGE LLC DBA MR. COOPER,NATIONSTAR MORTGAGE LLC DBA MR. COOPER,,,9,,1,N
3504,809,202103,N,205102,26620.0,0,1,P,56,13,299000,56,2.625,C,N,FRM,AL,PU,35700,F21Q11624127,N,360,2,NATIONSTAR MORTGAGE LLC DBA MR. COOPER,NATIONSTAR MORTGAGE LLC DBA MR. COOPER,,,9,,1,N
3505,777,202103,N,205102,26420.0,0,1,P,49,22,243000,49,2.5,C,N,FRM,TX,PU,77000,F21Q11624228,N,360,1,NATIONSTAR MORTGAGE LLC DBA MR. COOPER,NATIONSTAR MORTGAGE LLC DBA MR. COOPER,,,9,,1,N
3506,796,202103,N,205102,42020.0,0,1,P,79,31,424000,79,2.75,C,N,FRM,CA,SF,93400,F21Q11624247,N,360,2,NATIONSTAR MORTGAGE LLC DBA MR. COOPER,NATIONSTAR MORTGAGE LLC DBA MR. COOPER,,,9,,1,N
3507,691,202103,N,205102,41740.0,0,1,P,75,41,465000,75,2.875,C,N,FRM,CA,SF,91900,F21Q11624258,N,360,2,NATIONSTAR MORTGAGE LLC DBA MR. COOPER,NATIONSTAR MORTGAGE LLC DBA MR. COOPER,,,9,,1,N
3508,790,202103,N,205102,38900.0,0,1,P,55,31,548000,55,2.75,C,N,FRM,OR,SF,97000,F21Q11624299,N,360,2,NATIONSTAR MORTGAGE LLC DBA MR. COOPER,Other servicers,,,9,,1,N
3509,791,202103,N,205102,10740.0,0,1,P,80,40,274000,80,2.875,C,N,FRM,NM,PU,87000,F21Q11624377,P,360,2,NATIONSTAR MORTGAGE LLC DBA MR. COOPER,NATIONSTAR MORTGAGE LLC DBA MR. COOPER,,,9,,2,N
3510,766,202103,N,205102,42020.0,0,1,P,80,27,408000,80,2.5,C,N,FRM,CA,SF,93400,F21Q11624604,N,360,2,Other sellers,PHH MORTGAGE CORPORATION,,,9,,1,N
3511,757,202103,N,203602,35154.0,0,1,P,69,27,396000,69,2.375,C,N,FRM,NJ,SF,8700,F21Q11624624,N,180,1,Other sellers,PHH MORTGAGE CORPORATION,,,9,,1,N
3512,765,202103,N,205102,37100.0,0,1,P,57,35,364000,57,2.5,C,N,FRM,CA,PU,93000,F21Q11624647,N,360,2,Other sellers,PHH MORTGAGE CORPORATION,,,9,,1,N
3513,726,202104,N,204603,40140.0,0,1,P,56,37,389000,56,2.875,B,N,FRM,CA,SF,92800,F21Q11624793,N,300,1,Other sellers,U.S. BANK N.A.,,,9,,1,N
3514,696,202103,N,205102,12060.0,0,1,P,73,43,213000,73,3.125,R,N,FRM,GA,SF,30000,F21Q11624960,N,360,1,Other sellers,Other servicers,,,9,,1,N
3515,782,202104,N,203603,40220.0,0,1,P,73,29,102000,73,2.375,R,N,FRM,VA,SF,24000,F21Q11625310,N,180,1,Other sellers,Other servicers,,,9,,1,N
3516,775,202103,N,203602,33124.0,0,1,P,59,19,319000,59,2.375,R,N,FRM,FL,SF,33100,F21Q11625326,C,180,2,Other sellers,Other servicers,,,9,,1,N
3517,752,202103,N,205102,43900.0,25,1,P,87,29,216000,87,2.875,C,N,FRM,SC,SF,29300,F21Q11625378,N,360,1,"FLAGSTAR BANK, FSB",Other servicers,,,9,,1,N
3518,703,202103,N,205102,31084.0,0,2,I,44,25,253000,44,3.375,C,N,FRM,CA,SF,91000,F21Q11625497,N,360,2,"FLAGSTAR BANK, FSB",Other servicers,,,9,,2,N
3519,787,202103,Y,205102,19804.0,30,1,P,95,20,94000,95,2.99,R,N,FRM,MI,CO,48100,F21Q11625502,P,360,1,"FLAGSTAR BANK, FSB",Other servicers,,,9,,2,N
3520,708,202103,N,205102,47664.0,0,1,P,67,48,104000,67,2.654,B,N,FRM,MI,SF,48000,F21Q11625638,N,360,2,"FLAGSTAR BANK, FSB",Other servicers,,,9,,1,N
3521,754,202104,N,205103,10500.0,30,1,P,95,34,54000,95,2.841,B,N,FRM,GA,SF,31700,F21Q11625659,P,360,1,"FLAGSTAR BANK, FSB",Other servicers,,,9,,2,N
3522,765,202104,N,204103,,0,1,P,42,26,78000,42,2.5,R,N,FRM,OH,SF,45800,F21Q11625668,N,240,2,Other sellers,Other servicers,,,9,,1,N
3523,747,202103,N,205102,40060.0,12,1,P,84,48,417000,84,2.625,R,N,FRM,VA,PU,23100,F21Q11626225,N,360,2,Other sellers,Other servicers,,,9,,2,N
3524,736,202104,N,205103,38940.0,0,1,I,39,42,95000,39,3.375,B,N,FRM,FL,PU,34900,F21Q11626250,P,360,1,Other sellers,Other servicers,,,9,,2,N
3525,648,202104,N,205103,10540.0,0,1,P,60,39,322000,60,3.0,R,N,FRM,OR,SF,97300,F21Q11626296,C,360,2,Other sellers,MATRIX FINANCIAL SERVICES CORPORATION,,,9,,1,N
3526,781,202104,N,205103,19740.0,0,1,P,45,12,164000,45,2.75,B,N,FRM,CO,PU,80100,F21Q11626325,N,360,1,Other sellers,PHH MORTGAGE CORPORATION,,,9,,1,N
3527,736,202104,N,205103,38060.0,0,1,P,78,22,236000,78,2.75,R,N,FRM,AZ,SF,85200,F21Q11626647,N,360,1,"QUICKEN LOANS, LLC","ROCKET MORTGAGE, LLC",,,9,,1,N
3528,676,202104,N,203603,16984.0,0,1,P,69,45,137000,69,2.75,R,N,FRM,IL,SF,60400,F21Q11626774,N,180,1,"QUICKEN LOANS, LLC","ROCKET MORTGAGE, LLC",,,9,,2,N
3529,741,202104,N,205103,36260.0,0,1,P,68,49,242000,68,2.99,R,N,FRM,UT,SF,84000,F21Q11626788,C,360,2,"QUICKEN LOANS, LLC","ROCKET MORTGAGE, LLC",,,9,,1,N
3530,731,202104,N,205103,49180.0,0,1,P,73,32,279000,73,2.69,B,N,FRM,NC,SF,27100,F21Q11626981,N,360,1,"QUICKEN LOANS, LLC",MATRIX FINANCIAL SERVICES CORPORATION,,,9,,1,N
3531,674,202104,N,203603,15380.0,0,1,P,52,49,130000,52,2.75,R,N,FRM,NY,SF,14100,F21Q11627016,N,180,2,"QUICKEN LOANS, LLC","ROCKET MORTGAGE, LLC",,,9,,1,N
3532,624,202104,N,203603,16860.0,0,1,P,59,34,93000,59,2.5,R,N,FRM,GA,SF,30700,F21Q11627128,C,180,1,Other sellers,Other servicers,,,9,,2,N
3533,808,202103,N,203602,12620.0,0,1,P,75,29,214000,75,2.5,R,N,FRM,ME,SF,4400,F21Q11627357,N,180,1,Other sellers,"PNC BANK, NA",,,9,,1,N
3534,755,202104,N,205103,35614.0,0,1,P,58,27,332000,58,2.615,R,N,FRM,NJ,CO,7400,F21Q11627424,N,360,1,Other sellers,Other servicers,,,9,,1,N
3535,810,202103,N,205102,28140.0,0,1,I,72,20,126000,72,3.625,R,N,FRM,KS,SF,66200,F21Q11627447,C,360,1,Other sellers,Other servicers,,,9,,2,N
3536,801,202103,Y,205102,47894.0,25,1,P,90,27,801000,90,2.875,R,N,FRM,DC,CO,20000,F21Q11627453,P,360,1,Other sellers,Other servicers,Y,,9,,2,N
3537,751,202103,Y,205102,12580.0,25,1,P,90,43,329000,90,2.625,R,N,FRM,MD,PU,21000,F21Q11627462,P,360,1,Other sellers,MATRIX FINANCIAL SERVICES CORPORATION,,,9,,2,N
3538,771,202103,N,205102,46060.0,0,1,I,75,45,97000,75,3.0,R,N,FRM,AZ,CO,85700,F21Q11627477,C,360,1,Other sellers,Other servicers,,,9,,2,N
3539,759,202103,N,205102,12060.0,25,1,P,90,38,310000,90,2.875,R,N,FRM,GA,SF,30000,F21Q11627491,N,360,1,Other sellers,Other servicers,,,9,,2,N
3540,789,202104,N,205103,47260.0,0,1,I,47,14,357000,47,2.99,R,N,FRM,NC,SF,27900,F21Q11627578,N,360,1,"QUICKEN LOANS, LLC","ROCKET MORTGAGE, LLC",,,9,,2,N
3541,766,202103,N,205102,47894.0,0,1,S,56,49,270000,56,2.99,R,N,FRM,DC,CO,20000,F21Q11627621,C,360,1,"QUICKEN LOANS, LLC","ROCKET MORTGAGE, LLC",,,9,,1,N
3542,754,202104,N,205103,31084.0,0,1,P,79,41,360000,79,2.99,R,N,FRM,CA,CO,91700,F21Q11627704,C,360,1,"QUICKEN LOANS, LLC","ROCKET MORTGAGE, LLC",,,9,,2,N
3543,817,202104,N,205103,34900.0,0,1,P,39,50,389000,39,2.75,R,N,FRM,CA,SF,94500,F21Q11627926,N,360,1,"QUICKEN LOANS, LLC","ROCKET MORTGAGE, LLC",,,9,,1,N
3544,741,202104,N,205103,40140.0,0,1,P,69,45,500000,69,2.75,B,N,FRM,CA,PU,92800,F21Q11628001,N,360,1,"QUICKEN LOANS, LLC",Other servicers,,,9,,1,N
3545,757,202103,N,203302,15380.0,0,1,P,73,46,306000,73,2.375,R,N,FRM,NY,SF,14200,F21Q11628095,N,144,2,"QUICKEN LOANS, LLC","ROCKET MORTGAGE, LLC",,,9,,1,N
3546,685,202104,N,205103,35004.0,0,1,P,80,44,386000,80,2.99,R,N,FRM,NY,SF,11700,F21Q11628269,C,360,1,"QUICKEN LOANS, LLC","ROCKET MORTGAGE, LLC",,,9,,2,N
3547,789,202103,N,203602,35004.0,0,1,P,35,38,262000,35,2.625,R,N,FRM,NY,SF,11700,F21Q11628289,C,180,1,"QUICKEN LOANS, LLC","ROCKET MORTGAGE, LLC",,,9,,1,N
3548,731,202103,N,203602,26420.0,0,1,P,61,29,131000,61,2.375,R,N,FRM,TX,PU,77300,F21Q11628333,N,180,2,Other sellers,Other servicers,,,9,,1,N
3549,769,202103,N,203602,16984.0,0,1,P,77,24,220000,77,1.99,R,N,FRM,IL,SF,60600,F21Q11628344,N,180,1,NEWREZ LLC,NEWREZ LLC,,,9,,1,N
3550,794,202104,N,205103,12060.0,0,1,P,78,20,240000,78,2.625,R,N,FRM,GA,PU,30000,F21Q11628633,C,360,2,AMERISAVE MORTGAGE CORPORATION,AMERISAVE MORTGAGE CORPORATION,,,9,,2,N
3551,731,202103,N,205102,39300.0,0,1,P,70,36,203000,70,2.5,R,N,FRM,RI,SF,2800,F21Q11628725,C,360,1,AMERISAVE MORTGAGE CORPORATION,AMERISAVE MORTGAGE CORPORATION,,,9,,1,N
3552,798,202103,N,205102,19740.0,0,1,P,44,29,515000,44,2.75,C,N,FRM,CO,SF,80200,F21Q11628760,N,360,2,NEWREZ LLC,NEWREZ LLC,,,9,,2,N
3553,761,202103,Y,205102,35980.0,0,1,P,80,39,232000,80,2.75,C,N,FRM,CT,SF,6400,F21Q11628788,P,360,2,NEWREZ LLC,NEWREZ LLC,,,9,,1,N
3554,762,202104,N,204103,26420.0,6,1,P,83,43,290000,83,2.875,R,N,FRM,TX,PU,77500,F21Q11628800,N,240,2,"QUICKEN LOANS, LLC","ROCKET MORTGAGE, LLC",,,9,,2,N
3555,759,202103,Y,205102,24340.0,0,1,P,80,38,280000,80,2.75,C,N,FRM,MI,SF,49300,F21Q11628811,P,360,1,NEWREZ LLC,NEWREZ LLC,,,9,,1,N
3556,753,202103,N,204102,39580.0,0,1,P,80,43,215000,80,2.875,R,N,FRM,NC,PU,27500,F21Q11628921,C,240,1,FAIRWAY INDEPENDENT MORTGAGE CORPORATION,MATRIX FINANCIAL SERVICES CORPORATION,,,9,,2,N
3557,798,202103,N,205102,40900.0,0,1,P,38,18,432000,38,2.875,R,N,FRM,CA,SF,95700,F21Q11628952,N,360,2,Other sellers,Other servicers,,,9,,2,N
3558,772,202103,N,205102,36084.0,0,1,P,60,22,536000,60,2.5,R,N,FRM,CA,PU,94500,F21Q11629073,N,360,1,"LOANDEPOT.COM, LLC","LOANDEPOT.COM, LLC",,,9,,1,N
3559,809,202103,N,203602,46060.0,0,1,S,40,43,125000,40,2.0,R,N,FRM,AZ,SF,85700,F21Q11629077,N,180,2,Other sellers,"PNC BANK, NA",,,9,,1,N
3560,759,202103,N,205102,,0,1,P,57,17,510000,57,3.125,C,N,FRM,WA,SF,98200,F21Q11629299,C,360,2,TRUIST BANK,TRUIST BANK,,,9,,1,N
3561,744,202103,N,205102,33874.0,12,1,P,85,34,344000,85,2.75,C,N,FRM,PA,PU,18900,F21Q11629343,P,360,2,TRUIST BANK,TRUIST BANK,,,9,,2,N
3562,754,202104,N,203603,33340.0,0,1,P,26,14,61000,26,2.25,R,N,FRM,WI,SF,53100,F21Q11629418,C,180,1,AMERISAVE MORTGAGE CORPORATION,AMERISAVE MORTGAGE CORPORATION,,,9,,1,N
3563,775,202104,N,203603,16984.0,12,1,P,88,40,180000,88,2.328,B,N,FRM,IL,CO,60000,F21Q11629448,N,180,1,"UNITED WHOLESALE MORTGAGE, LLC","UNITED WHOLESALE MORTGAGE, LLC",,,9,,2,N
3564,792,202103,N,205102,26420.0,0,1,P,75,12,308000,75,2.5,C,N,FRM,TX,PU,77000,F21Q11629510,N,360,2,TRUIST BANK,TRUIST BANK,,,9,,1,N
3565,765,202103,N,205102,27140.0,0,1,P,79,41,415000,79,2.625,C,N,FRM,MS,SF,39200,F21Q11629782,N,360,2,TRUIST BANK,TRUIST BANK,,,9,,2,N
3566,748,202103,N,205102,39580.0,0,1,P,57,27,435000,57,2.375,C,N,FRM,NC,PU,27500,F21Q11629794,P,360,2,TRUIST BANK,TRUIST BANK,,,9,,2,N
3567,801,202103,N,205102,16940.0,0,1,P,78,26,380000,78,2.49,C,N,FRM,WY,SF,82000,F21Q11629813,N,360,2,TRUIST BANK,TRUIST BANK,,,9,,2,N
3568,806,202103,N,205102,37100.0,0,1,P,74,24,535000,74,2.49,C,N,FRM,CA,SF,93000,F21Q11630112,N,360,2,TRUIST BANK,TRUIST BANK,,,9,,1,N
3569,773,202104,N,205103,,25,1,P,86,27,377000,86,2.5,R,N,FRM,ND,SF,58700,F21Q11630174,N,360,2,Other sellers,Other servicers,,,9,,1,N
3570,788,202104,N,205103,19740.0,0,1,I,55,23,257000,55,3.0,B,N,FRM,CO,PU,80600,F21Q11630204,N,360,2,Other sellers,Other servicers,,,9,,2,N
3571,796,202103,N,203602,18580.0,0,1,P,38,48,131000,38,2.375,C,N,FRM,TX,SF,78300,F21Q11630262,C,180,2,Other sellers,Other servicers,,,9,,2,N
3572,801,202103,N,204102,36084.0,0,1,P,40,47,345000,40,2.625,B,N,FRM,CA,SF,94600,F21Q11630396,C,240,2,Other sellers,Other servicers,,,9,,1,N
3573,704,202103,N,205102,40140.0,0,1,P,75,33,284000,75,2.875,R,N,FRM,CA,PU,92500,F21Q11630413,N,360,1,FAIRWAY INDEPENDENT MORTGAGE CORPORATION,MATRIX FINANCIAL SERVICES CORPORATION,,,9,,1,N
3574,740,202104,N,203603,32900.0,0,1,P,37,31,128000,37,1.999,C,N,FRM,CA,SF,95300,F21Q11630469,N,180,1,"UNITED WHOLESALE MORTGAGE, LLC","UNITED WHOLESALE MORTGAGE, LLC",,,9,,1,N
3575,765,202104,N,205103,39580.0,12,1,P,85,28,220000,85,3.0,R,N,FRM,NC,PU,27500,F21Q11630481,N,360,2,Other sellers,Other servicers,,,9,,2,N
3576,703,202103,N,205102,26900.0,12,1,P,83,41,91000,83,3.625,R,N,FRM,IN,SF,46200,F21Q11630488,N,360,1,FAIRWAY INDEPENDENT MORTGAGE CORPORATION,MATRIX FINANCIAL SERVICES CORPORATION,,,9,,2,N
